,NO.,Part No,Part Prefix,Part Base,Part Suffix,Part Name,Part Group,Supplier,Supplier PartNo,Supplier PartNo FTM,Supply Type,SNP In,Min Stock Pickface,Location,Package Length MM,Package Width MM,Package Height MM,Package Type,Piece Weight KG,Boxes Per Pallet,Tare Weight KG,Active,ShowShortage,Remarks,Create By,Create Date,Update By,Last Updated
,1173,N1VT14401KYC,N1VT,14401,KYC,WIR ASY MN,GROUP 04,SEWT,9VPW,,SEQ,2,4,PART-NEWMODEL,1005,503,195,PTB,1,10,3,Y,N,,admin,2023-06-13 12:22:04,admin,2024-09-19 15:03:12
,1174,N1VT14401KYD,N1VT,14401,KYD,WIR ASY MN,GROUP 04,SEWT,ANFL,,SEQ,2,4,PART-NEWMODEL,1005,503,195,PTB,1,10,3,Y,N,,admin,2023-06-13 12:22:04,admin,2024-09-19 15:03:12
,1175,N1VT14401LVB,N1VT,14401,LVB,WIR ASY MN,GROUP 04,SEWT,SEWT,,SEQ,2,4,PART-NEWMODEL,1005,503,195,PTB,1,10,3,Y,N,,admin,2023-06-13 12:22:04,admin,2024-09-19 15:03:12
,1176,N1VT14401LVC,N1VT,14401,LVC,WIR ASY MN,GROUP 04,SEWT,9VQF,,SEQ,2,4,PART-NEWMODEL,1005,503,195,PTB,1,10,3,Y,N,,admin,2023-06-13 12:22:04,admin,2024-09-19 15:03:14
,1177,N1VT14401LVD,N1VT,14401,LVD,WIR ASY MN,GROUP 04,SEWT,ANFT,,SEQ,2,4,PART-NEWMODEL,1005,503,195,PTB,1,10,3,Y,N,,admin,2023-06-13 12:22:04,admin,2024-09-19 15:03:13
,1178,N1VT14401MYD,N1VT,14401,MYD,WIR ASY MN,GROUP 04,SEWT,ANWN,,SEQ,2,4,PART-NEWMODEL,1005,503,195,PTB,1,10,3,Y,N,,admin,2023-06-13 12:22:04,admin,2024-09-19 15:03:13
,1179,N1VT14401PUB,N1VT,14401,PUB,WIR ASY MN,GROUP 04,SEWT,SEWT,,SEQ,2,4,PART-NEWMODEL,1005,503,195,PTB,1,10,3,Y,N,,admin,2023-06-13 12:22:04,admin,2024-09-19 15:03:14
,1180,N1VT14401PUC,N1VT,14401,PUC,WIR ASY MN,GROUP 04,SEWT,9WPC,,SEQ,2,4,PART-NEWMODEL,1005,503,195,PTB,1,10,3,Y,N,,admin,2023-06-13 12:22:04,admin,2024-09-19 15:03:21
,1181,N1VT14401PVB,N1VT,14401,PVB,WIR ASY MN,GROUP 04,SEWT,SEWT,,SEQ,2,4,PART-NEWMODEL,1005,503,195,PTB,1,10,3,Y,N,,admin,2023-06-13 12:22:04,admin,2024-09-19 15:03:21
,1182,N1VT14401RUB,N1VT,14401,RUB,WIR ASY MN,GROUP 04,SEWT,SEWT,,SEQ,2,4,PART-NEWMODEL,1005,503,195,PTB,1,10,3,Y,N,,admin,2023-06-13 12:22:04,admin,2024-09-19 15:03:20
,1183,N1VT14401RUC,N1VT,14401,RUC,WIR ASY MN,GROUP 04,SEWT,9WPB,,SEQ,2,4,PART-NEWMODEL,1005,503,195,PTB,1,10,3,Y,N,,admin,2023-06-13 12:22:04,admin,2024-09-19 15:03:20
,1184,N1VT14401RUD,N1VT,14401,RUD,WIR ASY MN,GROUP 04,SEWT,ANW5,,SEQ,2,4,PART-NEWMODEL,1005,503,195,PTB,1,10,3,Y,N,,admin,2023-06-13 12:22:04,admin,2024-09-19 15:03:20
,1185,N1VT14401RXB,N1VT,14401,RXB,WIR ASY MN,GROUP 04,SEWT,SEWT,,SEQ,2,4,PART-NEWMODEL,1005,503,195,PTB,1,10,3,Y,N,,admin,2023-06-13 12:22:04,admin,2024-09-19 15:03:19
,1186,N1VT14401RXC,N1VT,14401,RXC,WIR ASY MN,GROUP 04,SEWT,9WP9,,SEQ,2,4,PART-NEWMODEL,1005,503,195,PTB,1,10,3,Y,N,,admin,2023-06-13 12:22:04,admin,2024-09-19 15:03:19
,1187,N1VT14401RXD,N1VT,14401,RXD,WIR ASY MN,GROUP 04,SEWT,ANVX,,SEQ,2,4,PART-NEWMODEL,1005,503,195,PTB,1,10,3,Y,N,,admin,2023-06-13 12:22:04,admin,2024-09-19 15:03:19
,1188,N1VT14401SYB,N1VT,14401,SYB,WIR ASY MN,GROUP 04,SEWT,SEWT,,SEQ,2,4,PART-NEWMODEL,1005,503,195,PTB,1,10,3,Y,N,,admin,2023-06-13 12:22:04,admin,2024-09-19 15:03:19
,1189,N1VT14401SYC,N1VT,14401,SYC,WIR ASY MN,GROUP 04,SEWT,9WP5,,SEQ,2,4,PART-NEWMODEL,1005,503,195,PTB,1,10,3,Y,N,,admin,2023-06-13 12:22:04,admin,2024-09-19 15:03:18
,1190,N1VT14401SYD,N1VT,14401,SYD,WIR ASY MN,GROUP 04,SEWT,ANWJ,,SEQ,2,4,PART-NEWMODEL,1005,503,195,PTB,1,10,3,Y,N,,admin,2023-06-13 12:22:04,admin,2024-09-19 15:03:18
,1191,N1VT14401SZC,N1VT,14401,SZC,WIR ASY MN,GROUP 04,SEWT,9WP3,,SEQ,2,4,PART-NEWMODEL,1005,503,195,PTB,1,10,3,Y,N,,admin,2023-06-13 12:22:04,admin,2024-09-19 15:03:18
,1192,N1VT14401SZD,N1VT,14401,SZD,WIR ASY MN,GROUP 04,SEWT,ANWG,,SEQ,2,4,PART-NEWMODEL,1005,503,195,PTB,1,10,3,Y,N,,admin,2023-06-13 12:22:04,admin,2024-09-19 15:03:17
,1193,N1VT14401TSB,N1VT,14401,TSB,WIR ASY MN,GROUP 04,SEWT,SEWT,,SEQ,2,4,PART-NEWMODEL,1005,503,195,PTB,1,10,3,Y,N,,admin,2023-06-13 12:22:04,admin,2024-09-19 15:03:17
,1194,N1VT14401TSC,N1VT,14401,TSC,WIR ASY MN,GROUP 04,SEWT,9WNZ,,SEQ,2,4,PART-NEWMODEL,1005,503,195,PTB,1,10,3,Y,N,,admin,2023-06-13 12:22:04,admin,2024-09-19 15:03:17
,1195,N1VT14401TSD,N1VT,14401,TSD,WIR ASY MN,GROUP 04,SEWT,ANWB,,SEQ,2,4,PART-NEWMODEL,1005,503,195,PTB,1,10,3,Y,N,,admin,2023-06-13 12:22:04,admin,2024-09-19 15:03:16
,1196,N1VT14401TTB,N1VT,14401,TTB,WIR ASY MN,GROUP 04,SEWT,SEWT,,SEQ,2,4,PART-NEWMODEL,1005,503,195,PTB,1,10,3,Y,N,,admin,2023-06-13 12:22:04,admin,2024-09-19 15:03:16
,1197,N1VT14401TTC,N1VT,14401,TTC,WIR ASY MN,GROUP 04,SEWT,9WP6,,SEQ,2,4,PART-NEWMODEL,1005,503,195,PTB,1,10,3,Y,N,,admin,2023-06-13 12:22:04,admin,2024-09-19 15:03:16
,1198,N1VT14401TTD,N1VT,14401,TTD,WIR ASY MN,GROUP 04,SEWT,ANWH,,SEQ,2,4,PART-NEWMODEL,1005,503,195,PTB,1,10,3,Y,N,,admin,2023-06-13 12:22:04,admin,2024-09-19 15:03:33
,1199,N1VT14401TUB,N1VT,14401,TUB,WIR ASY MN,GROUP 04,SEWT,SEWT,,SEQ,2,4,PART-NEWMODEL,1005,503,195,PTB,1,10,3,Y,N,,admin,2023-06-13 12:22:04,admin,2024-09-19 15:03:33
,1200,N1VT14401TUC,N1VT,14401,TUC,WIR ASY MN,GROUP 04,SEWT,9WNX,,SEQ,2,4,PART-NEWMODEL,1005,503,195,PTB,1,10,3,Y,N,,admin,2023-06-13 12:22:04,admin,2024-09-19 15:03:32
,1201,N1VT14401TUD,N1VT,14401,TUD,WIR ASY MN,GROUP 04,SEWT,ANVW,,SEQ,2,4,PART-NEWMODEL,1005,503,195,PTB,1,10,3,Y,N,,admin,2023-06-13 12:22:04,admin,2024-09-19 15:03:34
,1202,N1VT14401TYB,N1VT,14401,TYB,WIR ASY MN,GROUP 04,SEWT,SEWT,,SEQ,2,4,PART-NEWMODEL,1005,503,195,PTB,1,10,3,Y,N,,admin,2023-06-13 12:22:04,admin,2024-09-19 15:03:46
,1203,N1VT14401TYC,N1VT,14401,TYC,WIR ASY MN,GROUP 04,SEWT,9WP0,,SEQ,2,4,PART-NEWMODEL,1005,503,195,PTB,1,10,3,Y,N,,admin,2023-06-13 12:22:04,admin,2024-09-19 15:03:32
,1204,N1VT14401TYD,N1VT,14401,TYD,WIR ASY MN,GROUP 04,SEWT,ANWP,,SEQ,2,4,PART-NEWMODEL,1005,503,195,PTB,1,10,3,Y,N,,admin,2023-06-13 12:22:04,admin,2024-09-19 15:03:31
,1205,N1VT14401TZB,N1VT,14401,TZB,WIR ASY MN,GROUP 04,SEWT,SEWT,,SEQ,2,4,PART-NEWMODEL,1005,503,195,PTB,1,10,3,Y,N,,admin,2023-06-13 12:22:04,admin,2024-09-19 15:03:31
,1206,N1VT14401TZC,N1VT,14401,TZC,WIR ASY MN,GROUP 04,SEWT,9WNY,,SEQ,2,4,PART-NEWMODEL,1005,503,195,PTB,1,10,3,Y,N,,admin,2023-06-13 12:22:04,admin,2024-09-19 15:03:31
,1207,N1VT14401TZD,N1VT,14401,TZD,WIR ASY MN,GROUP 04,SEWT,ANWS,,SEQ,2,4,PART-NEWMODEL,1005,503,195,PTB,1,10,3,Y,N,,admin,2023-06-13 12:22:04,admin,2024-09-19 15:03:27
,1208,N1VT14401USB,N1VT,14401,USB,WIR ASY MN,GROUP 04,SEWT,SEWT,,SEQ,2,4,PART-NEWMODEL,1005,503,195,PTB,1,10,3,Y,N,,admin,2023-06-13 12:22:04,admin,2024-09-19 15:03:27
,1209,N1VT14401USC,N1VT,14401,USC,WIR ASY MN,GROUP 04,SEWT,9WNQ,,SEQ,2,4,PART-NEWMODEL,1005,503,195,PTB,1,10,3,Y,N,,admin,2023-06-13 12:22:04,admin,2024-09-19 15:03:24
,1210,N1VT14401USD,N1VT,14401,USD,WIR ASY MN,GROUP 04,SEWT,ANW7,,SEQ,2,4,PART-NEWMODEL,1005,503,195,PTB,1,10,3,Y,N,,admin,2023-06-13 12:22:04,admin,2024-09-19 15:03:24
,1211,N1VT14401UUB,N1VT,14401,UUB,WIR ASY MN,GROUP 04,SEWT,SEWT,,SEQ,2,4,PART-NEWMODEL,1005,503,195,PTB,1,10,3,Y,N,,admin,2023-06-13 12:22:04,admin,2024-09-19 15:03:23
,1212,N1VT14401UUC,N1VT,14401,UUC,WIR ASY MN,GROUP 04,SEWT,9WNM,,SEQ,2,4,PART-NEWMODEL,1005,503,195,PTB,1,10,3,Y,N,,admin,2023-06-13 12:22:04,admin,2024-09-19 15:03:23
,1213,N1VT14401UUD,N1VT,14401,UUD,WIR ASY MN,GROUP 04,SEWT,ANWL,,SEQ,2,4,PART-NEWMODEL,1005,503,195,PTB,1,10,3,Y,N,,admin,2023-06-13 12:22:04,admin,2024-09-19 15:03:23
,1214,N1VT14401UZB,N1VT,14401,UZB,WIR ASY MN,GROUP 04,SEWT,SEWT,,SEQ,2,4,PART-NEWMODEL,1005,503,195,PTB,1,10,3,Y,N,,admin,2023-06-13 12:22:04,admin,2024-09-19 15:03:45
,1215,N1VT14401UZC,N1VT,14401,UZC,WIR ASY MN,GROUP 04,SEWT,9WP2,,SEQ,2,4,PART-NEWMODEL,1005,503,195,PTB,1,10,3,Y,N,,admin,2023-06-13 12:22:04,admin,2024-09-19 15:03:45
,1216,N1VT14401UZD,N1VT,14401,UZD,WIR ASY MN,GROUP 04,SEWT,ANW1,,SEQ,2,4,PART-NEWMODEL,1005,503,195,PTB,1,10,3,Y,N,,admin,2023-06-13 12:22:04,admin,2024-09-19 15:03:44
,1217,N1VT14401VSB,N1VT,14401,VSB,WIR ASY MN,GROUP 04,SEWT,SEWT,,SEQ,2,4,PART-NEWMODEL,1005,503,195,PTB,1,10,3,Y,N,,admin,2023-06-13 12:22:04,admin,2024-09-19 15:03:42
,1218,N1VT14401VSC,N1VT,14401,VSC,WIR ASY MN,GROUP 04,SEWT,9WNT,,SEQ,2,4,PART-NEWMODEL,1005,503,195,PTB,1,10,3,Y,N,,admin,2023-06-13 12:22:04,admin,2024-09-19 15:03:42
,1219,N1VT14401VSD,N1VT,14401,VSD,WIR ASY MN,GROUP 04,SEWT,ANWD,,SEQ,2,4,PART-NEWMODEL,1005,503,195,PTB,1,10,3,Y,N,,admin,2023-06-13 12:22:04,admin,2024-09-19 15:03:41
,1220,N1VT14401VVC,N1VT,14401,VVC,WIR ASY MN,GROUP 04,SEWT,9WPA,,SEQ,2,4,PART-NEWMODEL,1005,503,195,PTB,1,10,3,Y,N,,admin,2023-06-13 12:22:04,admin,2024-09-19 15:03:41
,1221,N1VT14401VVD,N1VT,14401,VVD,WIR ASY MN,GROUP 04,SEWT,ANWR,,SEQ,2,4,PART-NEWMODEL,1005,503,195,PTB,1,10,3,Y,N,,admin,2023-06-13 12:22:04,admin,2024-09-19 15:03:40
,1222,N1VT14401VZB,N1VT,14401,VZB,WIR ASY MN,GROUP 04,SEWT,SEWT,,SEQ,2,4,PART-NEWMODEL,1005,503,195,PTB,1,10,3,Y,N,,admin,2023-06-13 12:22:04,admin,2024-09-19 15:03:40
,1223,N1VT14401VZC,N1VT,14401,VZC,WIR ASY MN,GROUP 04,SEWT,SEWT,,SEQ,2,4,PX-SPECIAL,1005,503,195,PTB,1,10,3,Y,N,,admin,2023-06-13 12:22:04,admin,2024-09-19 15:03:39
,1224,N1VT14401XXB,N1VT,14401,XXB,WIR ASY MN,GROUP 04,SEWT,SEWT,,SEQ,2,4,PART-NEWMODEL,1005,503,195,PTB,1,10,3,Y,N,,admin,2023-06-13 12:22:04,admin,2024-09-19 15:03:39
,1225,N1VT14401XXC,N1VT,14401,XXC,WIR ASY MN,GROUP 04,SEWT,9WNR,,SEQ,2,4,PART-NEWMODEL,1005,503,195,PTB,1,10,3,Y,N,,admin,2023-06-13 12:22:04,admin,2024-09-19 15:03:39
,1226,N1VT14401XXD,N1VT,14401,XXD,WIR ASY MN,GROUP 04,SEWT,ANWF,,SEQ,2,4,PART-NEWMODEL,1005,503,195,PTB,1,10,3,Y,N,,admin,2023-06-13 12:22:04,admin,2024-09-19 15:03:36
,1227,N1VT14401YUC,N1VT,14401,YUC,WIR ASY MN,GROUP 04,SEWT,9WNW,,SEQ,2,4,PART-NEWMODEL,1005,503,195,PTB,1,10,3,Y,N,,admin,2023-06-13 12:22:04,admin,2024-09-19 15:03:36
,1228,N1VT14401YUD,N1VT,14401,YUD,WIR ASY MN,GROUP 04,SEWT,ANWC,,SEQ,2,4,PART-NEWMODEL,1005,503,195,PTB,1,10,3,Y,N,,admin,2023-06-13 12:22:04,admin,2024-09-19 15:03:55
,1229,N1VT14401YVC,N1VT,14401,YVC,WIR ASY MN,GROUP 04,SEWT,9WP4,,SEQ,2,4,PART-NEWMODEL,1005,503,195,PTB,1,10,3,Y,N,,admin,2023-06-13 12:22:04,admin,2024-09-19 15:03:55
,1230,N1VT14401YVD,N1VT,14401,YVD,WIR ASY MN,GROUP 04,SEWT,ANW6,,SEQ,2,4,PART-NEWMODEL,1005,503,195,PTB,1,10,3,Y,N,,admin,2023-06-13 12:22:04,admin,2024-09-19 15:03:54
,1231,N1VT14401ZAA,N1VT,14401,ZAA,WIR ASY MN,GROUP 04,SEWT,9WNV,,SEQ,2,4,PART-NEWMODEL,1005,503,195,PTB,1,10,3,Y,N,,admin,2023-06-13 12:22:04,admin,2024-09-19 15:03:54
,1232,N1VT14401ZAB,N1VT,14401,ZAB,WIR ASY MN,GROUP 04,SEWT,ANW3,,SEQ,2,4,PART-NEWMODEL,1005,503,195,PTB,1,10,3,Y,N,,admin,2023-06-13 12:22:04,admin,2024-09-19 15:03:54
,1233,N1VT14401ZBA,N1VT,14401,ZBA,WIR ASY MN,GROUP 04,SEWT,9WNS,,SEQ,2,4,PART-NEWMODEL,1005,503,195,PTB,1,10,3,Y,N,,admin,2023-06-13 12:22:04,admin,2024-09-19 15:03:53
,1234,N1VT14401ZBB,N1VT,14401,ZBB,WIR ASY MN,GROUP 04,SEWT,ANW8,,SEQ,2,4,PART-NEWMODEL,1005,503,195,PTB,1,10,3,Y,N,,admin,2023-06-13 12:22:04,admin,2024-09-19 15:03:53
,1235,N1VT14401ZCA,N1VT,14401,ZCA,WIR ASY MN,GROUP 04,SEWT,9WNN,,SEQ,2,4,PART-NEWMODEL,1005,503,195,PTB,1,10,3,Y,N,,admin,2023-06-13 12:22:04,admin,2024-09-19 15:03:53
,1236,N1VT14401ZCB,N1VT,14401,ZCB,WIR ASY MN,GROUP 04,SEWT,ANW9,,SEQ,2,4,PART-NEWMODEL,1005,503,195,PTB,1,10,3,Y,N,,admin,2023-06-13 12:22:04,admin,2024-09-19 15:03:56
,1237,N1VT14630UAB,N1VT,14630,UAB,WIR ASY WDO REG FRT DR,GROUP 01,SEWT,WIRA,,SEQ,5,10,PART-NEWMODEL,670,335,195,PTB,1,30,2,Y,N,,admin,2023-06-13 12:22:04,admin,2024-09-19 15:28:31
,1238,N1VT14630UAC,N1VT,14630,UAC,WIR ASY WDO REG FRT DR,GROUP 01,SEWT,9P0N,,SEQ,5,10,PART-NEWMODEL,670,335,195,PTB,1,30,2,Y,N,,admin,2023-06-13 12:22:04,admin,2024-09-19 15:28:31
,1239,N1VT14630UAD,N1VT,14630,UAD,WIR ASY WDO REG FRT DR,GROUP 01,SEWT,AM1T,,SEQ,5,10,PART-NEWMODEL,670,335,195,PTB,1,30,2,Y,N,,admin,2023-06-13 12:22:04,admin,2024-09-24 14:13:36
,1240,N1VT14630UBB,N1VT,14630,UBB,WIR ASY WDO REG FRT DR,GROUP 01,SEWT,WIRA,,SEQ,5,10,PART-NEWMODEL,670,335,195,PTB,1,30,2,Y,N,,admin,2023-06-13 12:22:04,admin,2024-09-19 15:28:30
,1241,N1VT14630UBC,N1VT,14630,UBC,WIR ASY WDO REG FRT DR,GROUP 01,SEWT,9P0L,,SEQ,5,10,PX-SPECIAL,670,335,195,PTB,1,30,2,Y,N,,admin,2023-06-13 12:22:04,admin,2024-09-19 15:28:29
,1242,N1VT14630UBD,N1VT,14630,UBD,WIR ASY WDO REG FRT DR,GROUP 01,SEWT,AM23,,SEQ,5,10,PART-NEWMODEL,670,335,195,PTB,1,30,2,Y,N,,admin,2023-06-13 12:22:04,admin,2024-09-19 15:28:29
,1243,N1VT14630UCC,N1VT,14630,UCC,WIR ASY WDO REG FRT DR,GROUP 01,SEWT,9P0M,,SEQ,5,10,PART-NEWMODEL,670,335,195,PTB,1,30,2,Y,N,,admin,2023-06-13 12:22:04,admin,2024-09-19 15:28:28
,1244,N1VT14630UDB,N1VT,14630,UDB,WIR ASY WDO REG FRT DR,GROUP 01,SEWT,WIRA,,SEQ,5,10,PART-NEWMODEL,670,335,195,PTB,1,30,2,Y,N,,admin,2023-06-13 12:22:04,admin,2024-09-19 15:28:28
,1245,N1VT14630UDC,N1VT,14630,UDC,WIR ASY WDO REG FRT DR,GROUP 01,SEWT,9P0K,,SEQ,5,10,PART-NEWMODEL,670,335,195,PTB,1,30,2,Y,N,,admin,2023-06-13 12:22:04,admin,2024-09-19 15:28:26
,1246,N1VT14630UDD,N1VT,14630,UDD,WIR ASY WDO REG FRT DR,GROUP 01,SEWT,AM1Z,,SEQ,5,10,PART-NEWMODEL,670,335,195,PTB,1,30,2,Y,N,,admin,2023-06-13 12:22:04,admin,2024-09-19 15:28:25
,1247,N1VT14630URB,N1VT,14630,URB,WIR ASY WDO REG FRT DR,GROUP 01,SEWT,WIRA,,SEQ,5,10,PART-NEWMODEL,670,335,195,PTB,1,30,2,Y,N,,admin,2023-06-13 12:22:04,admin,2024-09-19 15:28:25
,1248,N1VT14630URC,N1VT,14630,URC,WIR ASY WDO REG FRT DR,GROUP 01,SEWT,9P0S,,SEQ,5,10,PART-NEWMODEL,670,335,195,PTB,1,30,2,Y,N,,admin,2023-06-13 12:22:04,admin,2024-09-19 15:28:25
,1249,N1VT14630URD,N1VT,14630,URD,WIR ASY WDO REG FRT DR,GROUP 01,SEWT,AM08,,SEQ,5,10,PART-NEWMODEL,670,335,195,PTB,1,30,2,Y,N,,admin,2023-06-13 12:22:04,admin,2024-09-19 15:28:24
,1250,N1VT14630UTB,N1VT,14630,UTB,WIR ASY WDO REG FRT DR,GROUP 01,SEWT,WIRA,,SEQ,5,10,PART-NEWMODEL,670,335,195,PTB,1,30,2,Y,N,,admin,2023-06-13 12:22:04,admin,2024-09-19 15:28:20
,1251,N1VT14630UTC,N1VT,14630,UTC,WIR ASY WDO REG FRT DR,GROUP 01,SEWT,9P0V,,SEQ,5,10,PART-NEWMODEL,670,335,195,PTB,1,30,2,Y,N,,admin,2023-06-13 12:22:04,admin,2024-09-19 15:28:19
,1252,N1VT14630UTD,N1VT,14630,UTD,WIR ASY WDO REG FRT DR,GROUP 01,SEWT,ALZZ,,SEQ,5,10,PART-NEWMODEL,670,335,195,PTB,1,30,2,Y,N,,admin,2023-06-13 12:22:04,admin,2024-09-19 15:28:19
,1253,N1VT14630UUB,N1VT,14630,UUB,WIR ASY WDO REG FRT DR,GROUP 01,SEWT,WIRA,,SEQ,5,10,PART-NEWMODEL,670,335,195,PTB,1,30,2,Y,N,,admin,2023-06-13 12:22:04,admin,2024-09-19 15:28:19
,1254,N1VT14630UUC,N1VT,14630,UUC,WIR ASY WDO REG FRT DR,GROUP 01,SEWT,9P0W,,SEQ,5,10,PART-NEWMODEL,670,335,195,PTB,1,30,2,Y,N,,admin,2023-06-13 12:22:04,admin,2024-09-19 15:28:18
,1255,N1VT14630UUD,N1VT,14630,UUD,WIR ASY WDO REG FRT DR,GROUP 01,SEWT,AM0E,,SEQ,5,10,PART-NEWMODEL,670,335,195,PTB,1,30,2,Y,N,,admin,2023-06-13 12:22:04,admin,2024-09-19 15:28:18
,1256,N1VT14630VRB,N1VT,14630,VRB,WIR ASY WDO REG FRT DR,GROUP 01,SEWT,WIRA,,SEQ,5,10,PART-NEWMODEL,670,335,195,PTB,1,30,2,Y,N,,admin,2023-06-13 12:22:04,admin,2024-09-19 15:28:18
,1257,N1VT14630VRC,N1VT,14630,VRC,WIR ASY WDO REG FRT DR,GROUP 01,SEWT,9P0T,,SEQ,5,10,PART-NEWMODEL,670,335,195,PTB,1,30,2,Y,N,,admin,2023-06-13 12:22:04,admin,2024-09-19 15:28:16
,1258,N1VT14630VRD,N1VT,14630,VRD,WIR ASY WDO REG FRT DR,GROUP 01,SEWT,ALZM,,SEQ,5,10,PART-NEWMODEL,670,335,195,PTB,1,30,2,Y,N,,admin,2023-06-13 12:22:04,admin,2024-09-19 15:28:16
,1259,N1VT14630VSB,N1VT,14630,VSB,WIR ASY WDO REG FRT DR,GROUP 01,SEWT,WIRA,,SEQ,5,10,PART-NEWMODEL,670,335,195,PTB,1,30,2,Y,N,,admin,2023-06-13 12:22:04,admin,2024-09-19 15:28:16
,1260,N1VT14630VSC,N1VT,14630,VSC,WIR ASY WDO REG FRT DR,GROUP 01,SEWT,9P0U,,SEQ,5,10,PART-NEWMODEL,670,335,195,PTB,1,30,2,Y,N,,admin,2023-06-13 12:22:04,admin,2024-09-19 15:28:17
,1261,N1VT14630VSD,N1VT,14630,VSD,WIR ASY WDO REG FRT DR,GROUP 01,SEWT,ALZN,,SEQ,5,10,PART-NEWMODEL,670,335,195,PTB,1,30,2,Y,N,,admin,2023-06-13 12:22:04,admin,2024-09-19 15:28:15
,1262,N1VT14631UAB,N1VT,14631,UAB,WIR ASY WDO REG FRT DR LH,GROUP 01,SEWT,WIRA,,SEQ,5,10,PART-NEWMODEL,670,335,195,PTB,1,30,2,Y,N,,admin,2023-06-13 12:22:04,admin,2024-09-19 15:25:30
,1263,N1VT14631UAC,N1VT,14631,UAC,WIR ASY WDO REG FRT DR LH,GROUP 01,SEWT,9PAK,,SEQ,5,10,PART-NEWMODEL,670,335,195,PTB,1,30,2,Y,N,,admin,2023-06-13 12:22:04,admin,2024-09-19 15:25:30
,1264,N1VT14631UAD,N1VT,14631,UAD,WIR ASY WDO REG FRT DR LH,GROUP 01,SEWT,ALEM,,SEQ,5,10,PART-NEWMODEL,670,335,195,PTB,1,30,2,Y,N,,admin,2023-06-13 12:22:04,admin,2024-09-19 15:25:30
,1265,N1VT14631UBC,N1VT,14631,UBC,WIR ASY WDO REG FRT DR LH,GROUP 01,SEWT,9PAL,,SEQ,5,10,PART-NEWMODEL,670,335,195,PTB,1,30,2,Y,N,,admin,2023-06-13 12:22:04,admin,2024-09-19 15:25:29
,1266,N1VT14631UDB,N1VT,14631,UDB,WIR ASY WDO REG FRT DR LH,GROUP 01,SEWT,WIRA,,SEQ,5,10,PART-NEWMODEL,670,335,195,PTB,1,30,2,Y,N,,admin,2023-06-13 12:22:04,admin,2024-09-19 15:25:27
,1267,N1VT14631UDC,N1VT,14631,UDC,WIR ASY WDO REG FRT DR LH,GROUP 01,SEWT,9PAP,,SEQ,5,10,PART-NEWMODEL,670,335,195,PTB,1,30,2,Y,N,,admin,2023-06-13 12:22:04,admin,2024-09-19 15:25:27
,1268,N1VT14631UDD,N1VT,14631,UDD,WIR ASY WDO REG FRT DR LH,GROUP 01,SEWT,ALER,,SEQ,5,10,PART-NEWMODEL,670,335,195,PTB,1,30,2,Y,N,,admin,2023-06-13 12:22:04,admin,2024-09-19 15:25:26
,1269,N1VT14631UFB,N1VT,14631,UFB,WIR ASY WDO REG FRT DR LH,GROUP 01,SEWT,WIRA,,SEQ,5,10,PART-NEWMODEL,670,335,195,PTB,1,30,2,Y,N,,admin,2023-06-13 12:22:04,admin,2024-09-19 15:25:26
,1270,N1VT14631UFC,N1VT,14631,UFC,WIR ASY WDO REG FRT DR LH,GROUP 01,SEWT,9PAU,,SEQ,5,10,PART-NEWMODEL,670,335,195,PTB,1,30,2,Y,N,,admin,2023-06-13 12:22:04,admin,2024-09-19 15:25:25
,1271,N1VT14631UFD,N1VT,14631,UFD,WIR ASY WDO REG FRT DR LH,GROUP 01,SEWT,ALEN,,SEQ,5,10,PART-NEWMODEL,670,335,195,PTB,1,30,2,Y,N,,admin,2023-06-13 12:22:04,admin,2024-09-19 15:25:25
,1272,N1VT14631URB,N1VT,14631,URB,WIR ASY WDO REG FRT DR LH,GROUP 01,SEWT,WIRA,,SEQ,5,10,PART-NEWMODEL,670,335,195,PTB,1,30,2,Y,N,,admin,2023-06-13 12:22:04,admin,2024-09-19 15:25:24
,1273,N1VT14631URC,N1VT,14631,URC,WIR ASY WDO REG FRT DR LH,GROUP 01,SEWT,9PAQ,,SEQ,5,10,PART-NEWMODEL,670,335,195,PTB,1,30,2,Y,N,,admin,2023-06-13 12:22:04,admin,2024-09-19 15:25:24
,1274,N1VT14631URD,N1VT,14631,URD,WIR ASY WDO REG FRT DR LH,GROUP 01,SEWT,AM1Y,,SEQ,5,10,PART-NEWMODEL,670,335,195,PTB,1,30,2,Y,N,,admin,2023-06-13 12:22:04,admin,2024-09-19 15:25:23
,1275,N1VT14631UTB,N1VT,14631,UTB,WIR ASY WDO REG FRT DR LH,GROUP 01,SEWT,WIRA,,SEQ,5,10,PART-NEWMODEL,670,335,195,PTB,1,30,2,Y,N,,admin,2023-06-13 12:22:04,admin,2024-09-19 15:25:23
,1276,N1VT14631UTC,N1VT,14631,UTC,WIR ASY WDO REG FRT DR LH,GROUP 01,SEWT,9PAN,,SEQ,5,10,PART-NEWMODEL,670,335,195,PTB,1,30,2,Y,N,,admin,2023-06-13 12:22:04,admin,2024-09-19 15:25:22
,1277,N1VT14631UTD,N1VT,14631,UTD,WIR ASY WDO REG FRT DR LH,GROUP 01,SEWT,AM1S,,SEQ,5,10,PART-NEWMODEL,670,335,195,PTB,1,30,2,Y,N,,admin,2023-06-13 12:22:04,admin,2024-09-19 15:25:22
